id,data
revaha:1250000,"{""name"": """", ""phone_numbers"": ""08-9938711\n08-9930142\n08-9930139\n08-9930140"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""natali@netivot.muni.il"", ""address"": ""רמב\""ם 1, נתיבות 80200"", ""location"": ""רמב\""ם 1, נתיבות 80200"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1270000,"{""name"": """", ""phone_numbers"": ""08-6620222\n08-6620301"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Ygalevi@gmail.com"", ""address"": ""כיכר הנשיא 1,מרכז מסחרי, שדרות  80100"", ""location"": ""כיכר הנשיא 1,מרכז מסחרי, שדרות  80100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1280000,"{""name"": """", ""phone_numbers"": ""08-6596222\n08-6596208\n08-6596257\n08-6596258"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""sarar@mitzpe-ramon.muni.il"", ""address"": ""ת\""ד  1 שד' בן גוריון מרכז מסחרי, מצפה רמון 80600"", ""location"": ""ת\""ד  1 שד' בן גוריון מרכז מסחרי, מצפה רמון 80600"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim""]}"
revaha:1300000,"{""name"": """", ""phone_numbers"": ""08-9951666\n08-9951614"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""hagit_s@arad.muni.il"", ""address"": ""הפלמ\""ח 8, ת\""ד 100, ערד  89100"", ""location"": ""הפלמ\""ח 8, ת\""ד 100, ערד  89100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1330000,"{""name"": """", ""phone_numbers"": ""08-6291122\n08-6291125"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""revitall@omer.muni.il"", ""address"": ""ת\""ד  1, דפנה 3, עומר 84965"", ""location"": ""ת\""ד  1, דפנה 3, עומר 84965"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1430000,"{""name"": """", ""phone_numbers"": ""08-6517416\n08-6518835"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""revitala@Metar.muni.il"", ""address"": ""ת\""ד  1 ,בשמת 67, מיתר 85025"", ""location"": ""ת\""ד  1 ,בשמת 67, מיתר 85025"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1450000,"{""name"": """", ""phone_numbers"": ""08-9554777\n08-9554770"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""social2@lehavim.muni.il"", ""address"": ""ת\""ד 1 מרכז מסחרי ישן, להבים  85338"", ""location"": ""ת\""ד 1 מרכז מסחרי ישן, להבים  85338"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1610000,"{""name"": """", ""phone_numbers"": ""08-9915811\n08-9911712\n08-9911727"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""noal@bns.org.il"", ""address"": ""ד\""נ הנגב צומת בני קמה 85300, צומת בית קמה מיקוד 85300 בני שמעון אגף הרווחה"", ""location"": ""ד\""נ הנגב צומת בני קמה 85300, צומת בית קמה מיקוד 85300 בני שמעון אגף הרווחה"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1650000,"{""name"": """", ""phone_numbers"": ""08-9929321\n08-9929170\n08-9961904"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""dsocials@erc.org.il"", ""address"": ""אשכול, ליד קיבוץ מגן, ד\""נ הנגב  85465"", ""location"": ""אשכול, ליד קיבוץ מגן, ד\""נ הנגב  85465"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1660000,"{""name"": """", ""phone_numbers"": ""08-6775555\n08-6775547\n08-6775534\n08-6775547"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""avitals@hof-ashkelon.org.il"", ""address"": ""חוף אשקלון, ישוב בת הדר, ד\""נ חוף אשקלון 78100"", ""location"": ""חוף אשקלון, ישוב בת הדר, ד\""נ חוף אשקלון 78100"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1690000,"{""name"": """", ""phone_numbers"": ""08-9929420\n08-9929460\n08-9929460\n08-9929465"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""sally@merchavim.org.il"", ""address"": ""מרחבים צומת גילת ד\""נ הנגב 85465"", ""location"": ""מרחבים צומת גילת ד\""נ הנגב 85465"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1700000,"{""name"": """", ""phone_numbers"": ""08-9938933\n08-9938942\n08-9938943"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""noah@sdotnegev.org.il"", ""address"": ""סמוך לנתיבות, ד\""נ נגב  85200"", ""location"": ""סמוך לנתיבות, ד\""נ נגב  85200"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1710000,"{""name"": """", ""phone_numbers"": ""08-6564111\n08-6564145\n08-6564163"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""veredh@rng.org.il"", ""address"": ""רמת הנגב, ד\""נ חלוצה 85515"", ""location"": ""רמת הנגב, ד\""נ חלוצה 85515"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1720000,"{""name"": """", ""phone_numbers"": ""08-6806237\n08-6802755\n08-6802706"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""tehilar@sng.org.il"", ""address"": ""ד\""נ חוף אשקלון  79200, צומת שער הנגב מכללת ספיר"", ""location"": ""ד\""נ חוף אשקלון  79200, צומת שער הנגב מכללת ספיר"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1750000,"{""name"": """", ""phone_numbers"": ""08-6584150\n08-6688810\n08-6688824"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""oshrit@ma-tamar.co.il"", ""address"": ""נוה זוהר, סדום, ד\""נ ים המלח  86910"", ""location"": ""נוה זוהר, סדום, ד\""נ ים המלח  86910"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1760000,"{""name"": """", ""phone_numbers"": ""08-6355888\n08-6355866\n08-6355865"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""shari@eilot.org.il"", ""address"": ""קיבוץ יוטבתה, ד\""נ חבל אילות 88820"", ""location"": ""קיבוץ יוטבתה, ד\""נ חבל אילות 88820"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1790000,"{""name"": """", ""phone_numbers"": ""08-6592201\n08-6592204\n08-6592233"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""doritf@arava.co.il"", ""address"": ""מרכז ספיר, ד\""נ ערבה  86825"", ""location"": ""מרכז ספיר, ד\""נ ערבה  86825"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:2210000,"{""name"": """", ""phone_numbers"": ""08-9914811\n08-9917421\n08-9914815\n08-9914875\n08-9914852"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""alubrasaeed@gmail.com"", ""address"": ""ת\""ד  8, מרכז מסחרי רהט  85357"", ""location"": ""ת\""ד  8, מרכז מסחרי רהט  85357"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2220000,"{""name"": """", ""phone_numbers"": ""08-6293901\n08-6293903\n08-6293923"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""yaahalla64@gmail.com"", ""address"": ""ת\""ד  16, תל שבע  84950"", ""location"": ""ת\""ד  16, תל שבע  84950"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2400000,"{""name"": """", ""phone_numbers"": ""08-9959110\n08-9971504\n08-9974956\n08-9956989"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""taleb1972@hotmail.com"", ""address"": "" ת\""ד 6192, באר-שבע 84911"", ""location"": "" ת\""ד 6192, באר-שבע 84911"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2410000,"{""name"": """", ""phone_numbers"": ""08-6512361\n08-6512368"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""revahalakia@gmail.com"", ""address"": ""ליד בניין המועצה, ת\""ד 6126, באר-שבע 84160"", ""location"": ""ליד בניין המועצה, ת\""ד 6126, באר-שבע 84160"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2420000,"{""name"": """", ""phone_numbers"": ""08-6868444\n08-6868420\n08-6519921"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""lila@huranet.org"", ""address"": ""מרכז אזרחי, ת\""ד 1, חורה 85730"", ""location"": ""מרכז אזרחי, ת\""ד 1, חורה 85730"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2430000,"{""name"": """", ""phone_numbers"": ""08-6287733\n08-6235803\n08-6209102\n08-6282559"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""tsofitgoreno7@gmail.com"", ""address"": ""ת\""ד 804 באר-שבע 84106, שכונה ג שגב שלום 9132  "", ""location"": ""ת\""ד 804 באר-שבע 84106, שכונה ג שגב שלום 9132  "", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2440000,"{""name"": """", ""phone_numbers"": ""08-9972710\n08-6591334\n08-6643706\n08-6591335"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""eman@ksifa.net"", ""address"": ""כסייפה, ת\""ד 6421, באר שבע  84162"", ""location"": ""כסייפה, ת\""ד 6421, באר שבע  84162"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2440000,"{""name"": """", ""phone_numbers"": ""08-9972710\n08-6591334\n08-6643706\n08-6591335"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Revaha@ksifa.net"", ""address"": ""כסייפה, ת\""ד 6421, באר שבע  84162"", ""location"": ""כסייפה, ת\""ד 6421, באר שבע  84162"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2450000,"{""name"": """", ""phone_numbers"": ""08-6287733\n08-6256402\n08-6796123\n08-6796132\n08-6796149"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""abedal@alqasoum.org.il"", ""address"": ""אל קאסום - אגף הרווחה, שדרות שזר 31, בית שקמה, קומה 2, באר שבע"", ""location"": ""אל קאסום - אגף הרווחה, שדרות שזר 31, בית שקמה, קומה 2, באר שבע"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:2460000,"{""name"": """", ""phone_numbers"": ""08-6287733\n08-6256402\n08-6256417\n08-6256406\n08-6256423"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""Dr.maged@abubasma.org.il"", ""address"": ""שדרות רגר 11 מגדל שבע, באר שבע 84100, ת\""ד 10561"", ""location"": ""שדרות רגר 11 מגדל שבע, באר שבע 84100, ת\""ד 10561"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1010000,"{""name"": """", ""phone_numbers"": ""08-6792222\n08-6748109\n08-6748199"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""revaha@ashkelon.muni.il"", ""address"": ""שדרות אברהם עופר 1, שכונת שמשון, אשקלון  78289"", ""location"": ""שדרות אברהם עופר 1, שכונת שמשון, אשקלון  78289"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030000,"{""name"": """", ""phone_numbers"": ""02-6296666\n02-6298020"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": ""GBYAEL@jerusalem.muni.il"", ""address"": ""ככר ספרא בנין 7, ירושלים 91007"", ""location"": ""ככר ספרא בנין 7, ירושלים 91007"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities"", ""revaha-noshmim"", ""revaha-otzma""]}"
revaha:1030040,"{""name"": """", ""phone_numbers"": ""0\n02-5457930\n02-5457930"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""קלרמון גנו 1"", ""location"": ""קלרמון גנו 1"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030042,"{""name"": """", ""phone_numbers"": ""0\n02-5456975\n02-5456976"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""חיי אדם 2, ירושלים  95221"", ""location"": ""חיי אדם 2, ירושלים  95221"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030044,"{""name"": """", ""phone_numbers"": ""0\n02-5456611\n02-5456613"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""פארן 6, רמת אשכול, ירושלים"", ""location"": ""פארן 6, רמת אשכול, ירושלים"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030046,"{""name"": """", ""phone_numbers"": ""0\n02-5457713\n02-5457714"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""מרכז מסחרי, ירושלים 97350"", ""location"": ""מרכז מסחרי, ירושלים 97350"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030047,"{""name"": """", ""phone_numbers"": ""0\n02-5453703\n02-5453702"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""צפרירים 26, ירושלים  97730"", ""location"": ""צפרירים 26, ירושלים  97730"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
revaha:1030049,"{""name"": """", ""phone_numbers"": ""0\n02-5456946\n02-5456945"", ""urls"": ""https://www.gov.il/he/departments/dynamiccollectors/molsa-social-departmentsd-list?skip=0#מחלקה לשירותים חברתיים"", ""email_address"": null, ""address"": ""שלום וצדק 1, ירושלים 97531"", ""location"": ""שלום וצדק 1, ירושלים 97531"", ""organization"": [""500106406""], ""operating_unit"": ""מחלקת רווחה"", ""services"": [""revaha-noshmim"", ""revaha-otzma"", ""revaha-aid"", ""revaha-seniors"", ""revaha-disabilities""]}"
