service_key,organization_key,branch_key,service_id,service_name,service_description,service_details,service_payment_required,service_payment_details,service_urls,service_phone_numbers,service_email_address,service_implements,service_situations,service_responses,service_boost,data_sources,organization_id,organization_name,organization_short_name,organization_description,organization_purpose,organization_kind,organization_urls,organization_phone_numbers,organization_email_address,organization_branch_count,organization_situations,branch_id,branch_name,branch_operating_unit,branch_description,branch_urls,branch_phone_numbers,branch_email_address,branch_address,branch_orig_address,branch_city,branch_geometry,branch_location_accurate,branch_situations,service_last_modified,national_service
rec1ED22w8Nh2l2cS,recSDW9bACG1j8krn,c79bc588,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",520037565,דנאל אדיר יהושע בעמ,,,לעסוק בסוגי עיסוק שפורטו בתקנון,חברה פרטית,"[{""href"": ""https://edanel.co.il/"", ""title"": ""קישור""}]",[],,27,,national:520037565,,,"שימו לב, ייתכן כי המיקום המוצג אינו מדויק וכי קיימים סניפים נוספים שבהם ניתן לקבל את השירות. מומלץ ליצור קשר ישירות עם הארגון לקבלת מידע מדויק ומעודכן.",,[],,שירות ארצי,שירות ארצי,,,False,,2026-01-05T12:48:55,True
rec1ED22w8Nh2l2cS,recQIs86o3IcpR71L,04c2a9f5,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",590000931,גשר שירותי השיקום התעסוקתי של ישראל,,,"מימון והפעלת מתפרות קימות בת""א נס ציונה יהוד וכפר יונה וכן הקמת מפעלים נוספים להעסקת מוגבלים ולשיקומם.",הקדש,"[{""href"": ""https://www.facebook.com/Gesher.Orginization/"", ""title"": ""קישור""}]",[],,5,,meser-b-165008,,,,,"[""04-632-6860""]",,"מנא""י 1, חדרה","מנא""י 1 חדרה",חדרה,"34.909718, 32.4500666",True,,2026-01-05T12:48:55,False
rec1ED22w8Nh2l2cS,recQIs86o3IcpR71L,0adfba9e,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",590000931,גשר שירותי השיקום התעסוקתי של ישראל,,,"מימון והפעלת מתפרות קימות בת""א נס ציונה יהוד וכפר יונה וכן הקמת מפעלים נוספים להעסקת מוגבלים ולשיקומם.",הקדש,"[{""href"": ""https://www.facebook.com/Gesher.Orginization/"", ""title"": ""קישור""}]",[],,5,,meser-b-293011,,,,,"[""03-682-9789""]",,"יהודה מרגוזה 20, תל אביב-יפו",יהודה מרגוזה 20 תל אביב - יפו,תל אביב-יפו,"34.75497638746901, 32.051711252589335",True,,2026-01-05T12:48:55,False
rec1ED22w8Nh2l2cS,recQIs86o3IcpR71L,14c9fdb5,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",590000931,גשר שירותי השיקום התעסוקתי של ישראל,,,"מימון והפעלת מתפרות קימות בת""א נס ציונה יהוד וכפר יונה וכן הקמת מפעלים נוספים להעסקת מוגבלים ולשיקומם.",הקדש,"[{""href"": ""https://www.facebook.com/Gesher.Orginization/"", ""title"": ""קישור""}]",[],,5,,meser-b-220451,,,,,[],,"האצטדיון 1, מגדל העמק",האיצטדיון 1 מגדל העמק,מגדל העמק,"35.23948220149871, 32.66833600010919",True,,2026-01-05T12:48:55,False
rec1ED22w8Nh2l2cS,recQIs86o3IcpR71L,151a6b41,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",590000931,גשר שירותי השיקום התעסוקתי של ישראל,,,"מימון והפעלת מתפרות קימות בת""א נס ציונה יהוד וכפר יונה וכן הקמת מפעלים נוספים להעסקת מוגבלים ולשיקומם.",הקדש,"[{""href"": ""https://www.facebook.com/Gesher.Orginization/"", ""title"": ""קישור""}]",[],,5,,meser-b-163004,,,,,[],,"כנרת 1, רחובות",רחובות 1 רחובות,רחובות,"34.804089897433705, 31.887064342027443",True,,2026-01-05T12:48:55,False
rec1ED22w8Nh2l2cS,recvvm21ekyht09Qh,0be5cfb4,soproc:tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt,"תוכנית ענ""ן - עסקים נתמכי נכים - תעסוקה לאנשים עם מוגבלות","תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.","<p>תעסוקה לאנשים עם מוגבלות, בהעסקה כחוק תוך מתן תמיכה וליווי שיקומיים.</p><p>תוכנית ענ&quot;ן מסייעת בהעסקת אנשים עם מוגבלות במקומות עבודה בשוק החופשי, במקומות המתאימים לכישוריהם ורצונם לאורך זמן.
התוכנית כוללת גם תמיכה במועסקים לאחר השמתם על מנת לסייע בקליטתם ובהישארותם לאורך זמן במקום העבודה. 
התוכנית שמה דגש על היכרות תעסוקתית ובניית תוכנית קידום אישית, ליווי ומעקב אחר המועסק/ת במקום העבודה, חיזוק המיומנויות הנדרשות להשתלבותו/ה במקום העבודה ומתן תמיכה ומשוב. 

<b>התוכנית כוללת:</b>
<ul>
	<li>
		מקום עבודה: ליווי צמוד, תוכניות לקידום בעבודה, הכשרה במקום העבודה</li>
	<li>
		התערבויות מקצועיות: על ידי עובד/ת סוציאלי/ת לאור הצרכים העולים מהתוכניות האישיות.</li>
	<li>
		תהליך שיקומי שמטרתו פיתוח מיומנויות תעסוקתיות, הכשרה להשתלבות בעבודה בשוק הפתוח, שיפור הרגלי עבודה, מיומנויות הסתגלות כלליות ובינאישיות בחיי קהילה ופיתוח מסלול קריירה.</li>
</ul></p><p>התוכנית מיועדת ל:<ul><li>אנשים עם מוגבלויות בגיל העבודה (67-18), המתקשים להשתלב בעבודה בשוק החופשי</li><li>נשים שורדות זנות</li></ul></p><p>התוכנית אורכת שנתיים, כשחצי שנה מתוכם בליווי אינטנסיבי.  במקרים מסוימים ניתן לקבל שירות מתמשך.</p>",no,"ההשתתפות בתוכנית היא ללא תשלום.משתתף/ת שנרשם/ת ללימודי הכשרה מקצועית במסגרת התוכנית נדרש/ת לשלם את עלות ההכשרה.ניתן לבדוק אפשרות לקבלת סיוע חלקי במימון ההכשרה, בהתאם לעמידת המשתתף/ת בתנאים לקבלת מימון ולמשאבי התוכנית.",,"[""118""]",,,"[""human_situations:disability""]","[""human_services:work:special_employment"", ""human_services:care:guidance""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/tvknyt-n-n-sqym-ntmky-nkym-t-svqh-lnshym-m-mvgblvyvt\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",580308781,בית חם תורה עם דרך ארץ,,,,עמותה,"[{""href"": ""https://www.bayit-cham.org.il/"", ""title"": ""אתר הבית""}]","[""1-599-510550""]",hana@bayit-cham.org.il,8,,national:580308781,,,"שימו לב, ייתכן כי המיקום המוצג אינו מדויק וכי קיימים סניפים נוספים שבהם ניתן לקבל את השירות. מומלץ ליצור קשר ישירות עם הארגון לקבלת מידע מדויק ומעודכן.",,[],,שירות ארצי,שירות ארצי,,,False,,2026-01-05T12:48:55,True
rec8qWlQrZ52RYknG,recTLaJhy1MT2X4PX,aa5e3151,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",515699569,יקירי אונו בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:515699569,יקירי אונו בע״מ,,,,[],,קרית אונו,יקירי אונו,קרית אונו,"34.85885800000001, 32.054863",False,,2026-01-05T12:48:55,False
rec8qWlQrZ52RYknG,recgjkzao0hUfM2wB,41cbe73a,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",515445401,נופי הגפן בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:515445401,נופי הגפן בע״מ,,,,[],,נופי הגפן,נופי הגפן,,,,,2026-01-05T12:48:55,
rec8qWlQrZ52RYknG,recP0kWvuFTJmQrwm,0d6ba36d,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",515559540,רמת אור אחד בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:515559540,רמת אור אחד בע״מ,,,,[],,"מנחם יצחק 5, רמת גן",רמת אור אחד,רמת גן,"34.8182564, 32.0905971",True,,2026-01-05T12:48:55,False
rec8qWlQrZ52RYknG,recHz1ioYvuj4pyeb,889d9f9c,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",515111771,בית בגני תקווה בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:515111771,בית בגני תקווה בע״מ,,,,[],,גני תקווה,בית בגני תקווה,גני תקווה,"34.873121, 32.060497",False,,2026-01-05T12:48:55,False
rec8qWlQrZ52RYknG,recqT16Nsqni7Gm4B,f89de74c,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",514597525,אצולת בית העמק א.ע בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:514597525,אצולת בית העמק א.ע בע״מ,,,,[],,בית העמק,אצולת  בית העמק א.ע,בית העמק,"35.1434173, 32.972702",False,,2026-01-05T12:48:55,False
rec8qWlQrZ52RYknG,receCX5tXffGv01Y8,14629143,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",515319770,מרכז סיעוד מרגוע (ש.ז.ר) בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:515319770,מרכז סיעוד מרגוע (ש.ז.ר) בע״מ,,,,[],,"כיכר מאירהוף 1, חיפה",מרכז סיעוד מרגוע (ש.ז.ר,חיפה,"34.98256870000001, 32.8243974",True,,2026-01-05T12:48:55,False
rec8qWlQrZ52RYknG,recdE5NITmwRpEVqs,eb6d5c11,soproc:rkysht-qvdym-grytryym,בתי אבות מסובסדים,"מתן שרותי אשפוז גריאטריים עבור חולים סיעודיים ו/או תשושי נפש, באמצעות משרד הבריאות אשר מסייע במימון אשפוזם. קיימת הקפדה ופיקוח קבועים על רמת השירות ואיכותו במוסדות. כמו כן נקבעו תעריפים לסלי האשפוז השונים המשקפים את רמת השירותים, המתקנים, ותקינת כ""א במוסדות.",,,,,"[""*5400""]",,,"[""human_situations:health:treatment_phases:nursing_care"", ""human_situations:age_group:seniors""]","[""human_services:housing:residential_housing:long_term_housing:nursing_home""]",0,"[""<a href=\""https://www.socialpro.org.il/i/activities/gov_social_service/rkysht-qvdym-grytryym\"" target=\""_blank\"">דף השירות ב״מפתח לרכש החברתי״</a>""]",514176106,נאות טבריה שרותי סיעוד בע״מ,,,לעסוק בכל עיסוק חוקי,חברה פרטית,,[],,3,,budgetkey:514176106,נאות טבריה שרותי סיעוד בע״מ,,,,[],,"הניצחון 13, טבריה",נאות טבריה שרותי סיעוד,טבריה,"35.5313271, 32.7869789",True,,2026-01-05T12:48:55,False
