key,id,status,provider,accuracy,alternate_address,resolved_lat,resolved_lon,resolved_address,resolved_city,fixed_lat,fixed_lon,national_service,location_accurate,lat,lon,geometry,address
recg4gyJr7qVBeXvJ,אבו גוש  - בית ספר השלום,VALID,govmap,POI_MID_POINT,,31.80339241324551,35.109859705723814,"בית ספר - פיס השלום, אבו גוש",אבו גוש,,,False,False,31.80339241324551,35.109859705723814,"35.109859705723814, 31.80339241324551","בית ספר - פיס השלום, אבו גוש"
recMzL8anmMKg9PZd,"אבו חצירא ישראל 16/12 , בני ברק",VALID,google,ROOFTOP,,32.0942706,34.8319072,"רבי ישראל אבוחצירא 16, בני ברק",בני ברק,,,False,True,32.0942706,34.8319072,"34.8319072, 32.0942706","רבי ישראל אבוחצירא 16, בני ברק"
reczz0kaNEgSDqdZd,"אבו חצירה 970/6 , טבריה",VALID,google,RANGE_INTERPOLATED,,32.7763909,35.5112556,"אבו חצירא 970, טבריה",טבריה,,,False,True,32.7763909,35.5112556,"35.5112556, 32.7763909","אבו חצירא 970, טבריה"
recZyMHMaXyvkotfi,אבו סנאן  - בית הגשיש,VALID,google,APPROXIMATE,,32.95803,35.171969,אבו סנאן,אבו סנאן,,,False,False,32.95803,35.171969,"35.171969, 32.95803",אבו סנאן
recaES8vxjU1zr4zc,אבו סנאן  - בית הקשיש,VALID,google,APPROXIMATE,,32.95803,35.171969,אבו סנאן,אבו סנאן,,,False,False,32.95803,35.171969,"35.171969, 32.95803",אבו סנאן
recsnm5XwQJEBJxjM,אביב פנימייה חינוכית,VALID,google,ROOFTOP,,31.9525468,34.8977281,"שד' צה״ל 25, לוד",לוד,,,False,True,31.9525468,34.8977281,"34.8977281, 31.9525468","שד' צה״ל 25, לוד"
recPZrgCPrGHBW5Bk,"אביגור שאול 15 , ירושלים",VALID,govmap,ADDR_V1,,31.72327115966675,35.220495017047206,"אביגור שאול 15, ירושלים",ירושלים,,,False,True,31.72327115966675,35.220495017047206,"35.220495017047206, 31.72327115966675","אביגור שאול 15, ירושלים"
recGmU6uuMYNgDE7y,"אביר יעקב 27 , נהרייה",VALID,govmap,ADDR_V1,,33.00921330437558,35.10463084393447,"אביר יעקב 27, נהריה",נהריה,,,False,True,33.00921330437558,35.10463084393447,"35.10463084393447, 33.00921330437558","אביר יעקב 27, נהריה"
recY8MYbecYfgX0MV,"אבן גבירול 17 , אלעד",VALID,govmap,ADDR_V1,,32.05425896177121,34.959200816597395,"אבן גבירול 17, אלעד",אלעד,,,False,True,32.05425896177121,34.959200816597395,"34.959200816597395, 32.05425896177121","אבן גבירול 17, אלעד"
recVDfeIBOkfHOwZh,"אבן גבירול 20 , אלעד",VALID,google,RANGE_INTERPOLATED,,32.0538871,34.958448,"אבן גבירול 20, אלעד",אלעד,,,False,True,32.0538871,34.958448,"34.958448, 32.0538871","אבן גבירול 20, אלעד"
recc4qc2Iw88vQcGQ,"אבן גבירול 49 , הרצליה",VALID,google,RANGE_INTERPOLATED,,32.1636128,34.8334023,"אבן גבירול 49, הרצליה",הרצליה,,,False,True,32.1636128,34.8334023,"34.8334023, 32.1636128","אבן גבירול 49, הרצליה"
recgdl4LWJd3UlPGl,"אבן האזל 10 , ירושלים",VALID,govmap,ADDR_V1,,31.795499053766846,35.21325682331526,"אבן האזל 10, ירושלים",ירושלים,,,False,True,31.795499053766846,35.21325682331526,"35.21325682331526, 31.795499053766846","אבן האזל 10, ירושלים"
recNPSjji68su6iJr,"אבן האזל 18 , ירושלים",VALID,govmap,ADDR_V1,,31.79655346000464,35.21362400678422,"אבן האזל 18, ירושלים",ירושלים,,,False,True,31.79655346000464,35.21362400678422,"35.21362400678422, 31.79655346000464","אבן האזל 18, ירושלים"
recmyplJY8HXKjVD5,"אבני נזר 46, מודיעין עילית",VALID,govmap,ADDR_V1,,31.930174514208844,35.03866688133966,"אבני נזר 46, מודיעין עילית",Modi'in Ilit,,,False,True,31.930174514208844,35.03866688133966,"35.03866688133966, 31.930174514208844","אבני נזר 46, מודיעין עילית"
rec4Zhvrn8da4kaUX,"אבנר 1 , באר שבע",VALID,govmap,ADDR_V1,,31.262048117013876,34.77718125306553,"אבנר 1, באר שבע",באר שבע,,,False,True,31.262048117013876,34.77718125306553,"34.77718125306553, 31.262048117013876","אבנר 1, באר שבע"
recs7okEDy9F9p9h8,"אברהם טביב 7, פ""ת",VALID,google,ROOFTOP,,32.0793825,34.89330020000001,"אברהם טביב 7, פתח תקווה",פתח תקווה,,,False,True,32.0793825,34.89330020000001,"34.89330020000001, 32.0793825","אברהם טביב 7, פתח תקווה"
recW60m3pnpqMTquz,"אגסי 10, ירושלים 93877",VALID,govmap,ADDR_V1,,31.785002800423058,35.17478018818539,"אגסי שמעון 10, ירושלים",ירושלים,,,False,True,31.785002800423058,35.17478018818539,"35.17478018818539, 31.785002800423058","אגסי שמעון 10, ירושלים"
recWHj38Nfm5G5TqN,"אגסי שמעון 8 , ירושלים",VALID,govmap,ADDR_V1,,31.785625042412136,35.174980120834654,"אגסי שמעון 8, ירושלים",ירושלים,,,False,True,31.785625042412136,35.174980120834654,"35.174980120834654, 31.785625042412136","אגסי שמעון 8, ירושלים"
recvo8g1lZyRJrgSI,אדיוסיסטמס פרוייקטים,VALID,google,ROOFTOP,,32.2799309,34.8643041,"יד חרוצים 11, נתניה",נתניה,,,False,True,32.2799309,34.8643041,"34.8643041, 32.2799309","יד חרוצים 11, נתניה"
recfHzpeZYiBgjdgc,"אדם יקותיאל 19 , אור יהודה",VALID,govmap,ADDR_V1,,32.03167459037325,34.86212492803083,"אדם יקותיאל 19, אור יהודה",אור יהודה,,,False,True,32.03167459037325,34.86212492803083,"34.86212492803083, 32.03167459037325","אדם יקותיאל 19, אור יהודה"
recS1P3Gyv14HZ42Q,"אדמו""ר מפיטסבורג 42 , אשדוד",VALID,govmap,ADDR_V1,,31.79789263511731,34.657907071920704,"אדמו""ר מפיטסבורג 42, אשדוד",אשדוד,,,False,True,31.79789263511731,34.657907071920704,"34.657907071920704, 31.79789263511731","אדמו""ר מפיטסבורג 42, אשדוד"
recvG31KEdjHFVo5S,"אדר 1 , דימונה",VALID,govmap,ADDR_V1,,31.07813813191663,35.03986238717409,"אדר 1, דימונה",דימונה,,,False,True,31.07813813191663,35.03986238717409,"35.03986238717409, 31.07813813191663","אדר 1, דימונה"
recuM7PqcsVKQfaUe,"אהבת ישראל 4 , בית שאן",VALID,google,RANGE_INTERPOLATED,,32.4936466,35.4964502,"אהבת ישראל 4, בית שאן",בית שאן,,,False,True,32.4936466,35.4964502,"35.4964502, 32.4936466","אהבת ישראל 4, בית שאן"
reci0Ih78T9AhWddr,"אהבת ציון 28 , טבריה",VALID,google,RANGE_INTERPOLATED,,32.7855253,35.5089319,"אהבת ציון 28, טבריה",טבריה,,,False,True,32.7855253,35.5089319,"35.5089319, 32.7855253","אהבת ציון 28, טבריה"
recAOqcUdVA8G6mNi,"אהבת שלום 24 , בני ברק",VALID,govmap,ADDR_V1,,32.075047941538415,34.83789963853781,"אהבת שלום 24, בני ברק",בני ברק,,,False,True,32.075047941538415,34.83789963853781,"34.83789963853781, 32.075047941538415","אהבת שלום 24, בני ברק"
rechhziw5LvNykEPk,"אהלי יוסף 1 , ירושלים",VALID,govmap,ADDR_V1,,31.7948045265588,35.21754756153101,"אהלי יוסף 1, ירושלים",ירושלים,,,False,True,31.7948045265588,35.21754756153101,"35.21754756153101, 31.7948045265588","אהלי יוסף 1, ירושלים"
recAUIfvO85G0NgY2,"אהלי יוסף 17 , ירושלים",VALID,govmap,ADDR_V1,,31.79689680550858,35.21613767226735,"אהלי יוסף 17, ירושלים",ירושלים,,,False,True,31.79689680550858,35.21613767226735,"35.21613767226735, 31.79689680550858","אהלי יוסף 17, ירושלים"
recWvopDpqzhnKU6q,"אהרוני 14 , ירושלים",VALID,govmap,ADDR_V1,,31.763214103254445,35.2050852435346,"אהרוני 14, ירושלים",ירושלים,,,False,True,31.763214103254445,35.2050852435346,"35.2050852435346, 31.763214103254445","אהרוני 14, ירושלים"
recOOypjhrUT9QcGr,אודי מרילי - פתרונות תעסוקה יצרתיים,VALID,google,ROOFTOP,,32.0954561,34.8387013,"אברבנאל 73, בני ברק",בני ברק,,,False,True,32.0954561,34.8387013,"34.8387013, 32.0954561","אברבנאל 73, בני ברק"
recNKgWepYCNfRnmp,"אוהב ישראל 10 , ביתר עילית",VALID,govmap,ADDR_V1,,31.69839785265789,35.09892850800604,"אוהב ישראל 10, ביתר עילית",ביתר עילית,,,False,True,31.69839785265789,35.09892850800604,"35.09892850800604, 31.69839785265789","אוהב ישראל 10, ביתר עילית"
rec6RbFRIz7aODoZq,"אוהל יהושע 3 , בית שמש",VALID,govmap,ADDR_V1,,31.736103201134355,34.98870025764295,"קדושת אהרון 15, בית שמש",בית שמש,,,False,True,31.736103201134355,34.98870025764295,"34.98870025764295, 31.736103201134355","קדושת אהרון 15, בית שמש"
reczT8AWLOqmXB7Il,"אוהל יהושע 13 , בית שמש",VALID,govmap,ADDR_V1,,31.73589771354558,34.989099432847254,"אוהל יהושע 13, בית שמש",בית שמש,,,False,True,31.73589771354558,34.989099432847254,"34.989099432847254, 31.73589771354558","אוהל יהושע 13, בית שמש"
recup80atoy5FcZpo,"אום אל פחם 30010, בכיכר רביעית לפנות ימינה",VALID,google,APPROXIMATE,,32.517127,35.148529,אום אל-פחם,אום אל-פחם,,,False,False,32.517127,35.148529,"35.148529, 32.517127",אום אל-פחם
recvVvE9Kh95oeK04,אום אל-פחם  - בדרך כלל בבית העיריה,VALID,google,APPROXIMATE,,32.517127,35.148529,אום אל-פחם,אום אל-פחם,,,False,False,32.517127,35.148529,"35.148529, 32.517127",אום אל-פחם
rec3cAgX5a7AYnbZC,"אוניון 1 , אשדוד",VALID,govmap,ADDR_V1,,31.795859396672075,34.629357340735375,"אוניון 1, אשדוד",אשדוד,,,False,True,31.795859396672075,34.629357340735375,"34.629357340735375, 31.795859396672075","אוניון 1, אשדוד"
reckJGLdBtnIQcFWa,"אוסישקין 35 , עפולה",VALID,govmap,ADDR_V1,,32.608702713887055,35.2871514903975,"אוסישקין 35, עפולה",עפולה,,,False,True,32.608702713887055,35.2871514903975,"35.2871514903975, 32.608702713887055","אוסישקין 35, עפולה"
rechNGzlq8JIT5w47,"אופנהיימר 10, פארק המדע רחובות",VALID,google,ROOFTOP,,31.9102241,34.8071682,"פרופ' הלל וחנן אופנהיימר 10, רחובות, 7670110",רחובות,,,False,True,31.9102241,34.8071682,"34.8071682, 31.9102241","פרופ' הלל וחנן אופנהיימר 10, רחובות, 7670110"
recNEUROcf9ihtkeV,אופקים  - כפר הסטודנטים ברחוב קיבוץ גלויות,VALID,google,GEOMETRIC_CENTER,,31.313995,34.61485,"קיבוץ גלויות, אופקים",אופקים,,,False,False,31.313995,34.61485,"34.61485, 31.313995","קיבוץ גלויות, אופקים"
recl4Z72QnuYLR7vQ,אור גנים,VALID,govmap,POI_MID_POINT,,31.700464230140742,34.60667769358156,"בית כנסת - גן אור, באר גנים",באר גנים,,,False,False,31.700464230140742,34.60667769358156,"34.60667769358156, 31.700464230140742","בית כנסת - גן אור, באר גנים"
recyZgKD2PvyHRKRN,"אור החיים 6 , ירושלים",VALID,govmap,ADDR_V1,,31.775150476211046,35.23039690213808,"אור החים 6, ירושלים",ירושלים,,,False,True,31.775150476211046,35.23039690213808,"35.23039690213808, 31.775150476211046","אור החים 6, ירושלים"
rec1WMCEzqtOItKPg,"אור החיים 24 , מודיעין עילית",VALID,google,RANGE_INTERPOLATED,,31.9311907,35.0407712,"אור החיים 24, מודיעין עילית",מודיעין עילית,,,False,True,31.9311907,35.0407712,"35.0407712, 31.9311907","אור החיים 24, מודיעין עילית"
recKF1aG5puYw4mVC,"אור החיים 27 , מודיעין עילית",VALID,govmap,ADDR_V1,,31.931273969569023,35.04174081845586,"אור החים 27, מודיעין עילית",מודיעין עילית,,,False,True,31.931273969569023,35.04174081845586,"35.04174081845586, 31.931273969569023","אור החים 27, מודיעין עילית"
rect88JvjJ3pb6ZES,אור העמק,VALID,govmap,NEIGHBORHOODS_AREA,,32.67543451698105,35.233639247961634,"מגדל אור, מגדל העמק",מגדל העמק,,,False,False,32.67543451698105,35.233639247961634,"35.233639247961634, 32.67543451698105","מגדל אור, מגדל העמק"
recQjcRVy4yqaEB7J,"אור יהודה  - בשכונות המוגדרות ע""י העירייה",VALID,google,APPROXIMATE,,32.029748,34.85617300000001,אור יהודה,אור יהודה,,,False,False,32.029748,34.85617300000001,"34.85617300000001, 32.029748",אור יהודה
recVSOOKnYJddaCrN,"אור שמח 18 , בית שמש",VALID,govmap,ADDR_V1,,31.739105480944893,34.99539872446555,"אור שמח 18, בית שמש",בית שמש,,,False,True,31.739105480944893,34.99539872446555,"34.99539872446555, 31.739105480944893","אור שמח 18, בית שמש"
recWIFc2vM1mKYVr2,"אורה 4, רמת גן",VALID,govmap,ADDR_V1,,32.06564504982062,34.830498912914656,"באר אורה 4, רמת גן",רמת גן,,,False,True,32.06564504982062,34.830498912914656,"34.830498912914656, 32.06564504982062","באר אורה 4, רמת גן"
recs69gE3E527VbaE,"אורוגוואי 3 א', ירושלים",VALID,govmap,ADDR_V1,"אורוגואי 3, ירושלים",31.76099248702561,35.17698807746353,"אורוגואי 3, ירושלים",ירושלים,,,False,True,31.76099248702561,35.17698807746353,"35.17698807746353, 31.76099248702561","אורוגואי 3, ירושלים"
recA6MCAyakggumEK,אורים  - קיבוץ אורים,VALID,google,APPROXIMATE,,31.304094,34.524868,אורים,אורים,,,False,False,31.304094,34.524868,"34.524868, 31.304094",אורים
rec12jTPaFrRg2pC3,"אורלוב זאב 36 , פתח תקווה",VALID,govmap,ADDR_V1,,32.093391138781186,34.88176322268047,"אורלוב זאב 36, פתח תקוה",פתח תקווה,,,False,True,32.093391138781186,34.88176322268047,"34.88176322268047, 32.093391138781186","אורלוב זאב 36, פתח תקוה"
rectvnzLRl9LGT5QG,"אורנים, קריית טבעון",VALID,govmap,NEIGHBORHOODS_AREA,,32.71567944422795,35.10539962218804,"בצל אורנים, קרית טבעון",קרית טבעון,,,False,False,32.71567944422795,35.10539962218804,"35.10539962218804, 32.71567944422795","בצל אורנים, קרית טבעון"
recEqDWRzYdRbgdn4,אושה  - בקיבוץ,VALID,google,APPROXIMATE,,32.796458,35.114584,אושה,אושה,,,False,False,32.796458,35.114584,"35.114584, 32.796458",אושה
recOZb1BKxOVCaHMP,"אזור התעשיה, ניר, באר טוביה 83815, ליד המועדון הקהילתי",VALID,google,GEOMETRIC_CENTER,,31.7282572,34.7518601,ניר,קרית מלאכי,,,False,False,31.7282572,34.7518601,"34.7518601, 31.7282572",ניר
recfjiefeHbLJ7Dy7,"אזור התעשייה ברקן (בקניון ק. 2), ת""ד 1, ד""נ אפרים 44820",VALID,google,POI_MID_POINT,8G4Q4468+CV,32.1110625,35.1171875,8G4Q4468+CV,Barkan,,,False,False,32.1110625,35.1171875,"35.1171875, 32.1110625",8G4Q4468+CV
recv7zL6lCAD0hLdP,אזור תעסוקה משגב (תרדיון),VALID,google,POI_MID_POINT,,32.867686,35.273122,ישראל,עכו,31.766737841131437,35.14986550500565,False,True,31.766737841131437,35.14986550500565,"35.14986550500565, 31.766737841131437",ישראל
rectW6hqyYQ9vrPbS,"אח""י אילת 1 , קריית מוצקין",VALID,govmap,ADDR_V1,,32.83157683825057,35.0699871534002,"אח""י אילת 1, קרית מוצקין",קרית מוצקין,,,False,True,32.83157683825057,35.0699871534002,"35.0699871534002, 32.83157683825057","אח""י אילת 1, קרית מוצקין"
recWegj8mzyKsyLTn,"אחד העם 6 , נהרייה",VALID,govmap,ADDR_V1,,33.004509166872296,35.09455984160368,"אחד העם 6, נהריה",נהריה,,,False,True,33.004509166872296,35.09455984160368,"35.09455984160368, 33.004509166872296","אחד העם 6, נהריה"
recLHkL8afCtF11T5,"אחד העם 22, אשדוד",VALID,govmap,ADDR_V1,,31.800852310266766,34.647392865141256,"אחד העם 22, אשדוד",אשדוד,,,False,True,31.800852310266766,34.647392865141256,"34.647392865141256, 31.800852310266766","אחד העם 22, אשדוד"
recy23RJQG41a8DnN,"אחד העם 31, פתח תקוה",VALID,govmap,ADDR_V1,,32.08430781170901,34.88736296125778,"אחד העם 31, פתח תקוה",פתח תקווה,,,False,True,32.08430781170901,34.88736296125778,"34.88736296125778, 32.08430781170901","אחד העם 31, פתח תקוה"
rec2Uj6TaBkGQv3xq,אחוזה 124 רעננה,VALID,govmap,ADDR_V1,,32.18090020358155,34.87383343042189,"אחוזה 124, רעננה",רעננה,,,False,True,32.18090020358155,34.87383343042189,"34.87383343042189, 32.18090020358155","אחוזה 124, רעננה"
recCKogAyuI7pqA2W,"אחוזה 278 , רעננה",VALID,govmap,ADDR_V1,,32.185135068029844,34.85563549756105,"אחוזה 278, רעננה",רעננה,,,False,True,32.185135068029844,34.85563549756105,"34.85563549756105, 32.185135068029844","אחוזה 278, רעננה"
recJvTugXtVcGZ2VA,"אחוזה 301, רעננה",VALID,google,ROOFTOP,,32.1846748,34.8519793,"אחוזה 301, רעננה",רעננה,,,False,True,32.1846748,34.8519793,"34.8519793, 32.1846748","אחוזה 301, רעננה"
recnYOdxPMJn9nSHv,"אחימאיר 9 , נתניה",VALID,govmap,ADDR_V1,,32.32089410640132,34.852847420588944,"אחימאיר 9, נתניה",נתניה,,,False,True,32.32089410640132,34.852847420588944,"34.852847420588944, 32.32089410640132","אחימאיר 9, נתניה"
recwZckySDoKFOM4O,"איילת השחר 4 , תל אביב - יפו",VALID,google,ROOFTOP,,32.0582046,34.7828164,"איילת השחר 4, תל אביב",תל אביב,,,False,True,32.0582046,34.7828164,"34.7828164, 32.0582046","איילת השחר 4, תל אביב"
rec8hIvU6Mnyslynm,אילון,VALID,govmap,SETL_MID_POINT,,33.06382449239448,35.21858644185516,אילון,אילון,,,False,False,33.06382449239448,35.21858644185516,"35.21858644185516, 33.06382449239448",אילון
recM9qe1tI6sXjN6c,אילנית מרכז לשיקום,VALID,google,ROOFTOP,,32.4927866,34.9744786,"הנרקיס 1, פרדס חנה כרכור",פרדס חנה כרכור,,,False,True,32.4927866,34.9744786,"34.9744786, 32.4927866","הנרקיס 1, פרדס חנה כרכור"
recJIxPfCkXxtygYx,אילת  - אילת והערבה,VALID,google,APPROXIMATE,,29.557669,34.951925,אילת,אילת,,,False,False,29.557669,34.951925,"34.951925, 29.557669",אילת
recTBEBzHP7bofRCc,"אימבר 7, בת ים",VALID,govmap,ADDR_V1,,32.01694493512975,34.74286086179233,"אימבר 7, בת ים",בת ים,,,False,True,32.01694493512975,34.74286086179233,"34.74286086179233, 32.01694493512975","אימבר 7, בת ים"
rec4OA0JQ1bXYaMyH,"אינצרנציונל 5, חיפה",VALID,google,ROOFTOP,,32.7812625,35.0093426,"אינטרנציונל 5, חיפה",חיפה,,,False,True,32.7812625,35.0093426,"35.0093426, 32.7812625","אינטרנציונל 5, חיפה"
recmTHTOnMc6eTm8W,אינקיואל ישראל,VALID,google,APPROXIMATE,,31.046051,34.851612,ישראל,באר שבע,,,False,False,31.046051,34.851612,"34.851612, 31.046051",ישראל
recvgKuRUUuuOUnoT,"אירוסים 53, נס ציונה",VALID,govmap,ADDR_V1,,31.930393600386896,34.7983290855048,"האירוסים 53, נס ציונה",נס ציונה,,,False,True,31.930393600386896,34.7983290855048,"34.7983290855048, 31.930393600386896","האירוסים 53, נס ציונה"
rectgT8JP19Duo4Km,איתני - גת,VALID,google,POI_MID_POINT,,31.6291061,34.795113,גת,גת,,,False,False,31.6291061,34.795113,"34.795113, 31.6291061",גת
